Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
4752;CA-2017-159989;09/12/2017;13/12/2017;Standard Class;EB-13870;Emily Burns;Consumer;United States;Franklin;Tennessee;37064;South;TEC-PH-10000169;Technology;Phones;ARKON Windshield Dashboard Air Vent Car Mount Holder;40,68
4753;CA-2018-103499;20/11/2018;24/11/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Jackson;Tennessee;38301;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;209568
4754;US-2016-167220;12/12/2016;16/12/2016;Standard Class;JB-15925;Joni Blumstein;Consumer;United States;Austin;Texas;78745;Central;TEC-AC-10002018;Technology;Accessories;AmazonBasics 3-Button USB Wired Mouse;22368
4755;CA-2018-126354;03/02/2018;08/02/2018;Standard Class;SC-20380;Shahid Collister;Consumer;United States;Pembroke Pines;Florida;33024;South;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;3882
4757;CA-2018-169817;21/09/2018;25/09/2018;Standard Class;EB-13870;Emily Burns;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10004141;Office Supplies;Binders;Insertable Tab Indexes For Data Binders;1908
4758;US-2018-144582;30/04/2018;05/05/2018;Standard Class;TC-21475;Tony Chapman;Home Office;United States;Danville;Illinois;61832;Central;OFF-BI-10001575;Office Supplies;Binders;GBC Linen Binding Covers;43372
4759;CA-2015-121573;03/11/2015;07/11/2015;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;783,96
4762;CA-2017-117660;30/12/2017;04/01/2018;Standard Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;OFF-LA-10003720;Office Supplies;Labels;Avery 487;5904
4764;CA-2015-112851;17/09/2015;21/09/2015;Standard Class;NR-18550;Nick Radford;Consumer;United States;Chula Vista;California;91911;West;OFF-EN-10001453;Office Supplies;Envelopes;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";182,94
4765;CA-2018-123701;24/11/2018;27/11/2018;First Class;PG-18820;Patrick Gardner;Consumer;United States;San Francisco;California;94110;West;OFF-AR-10001860;Office Supplies;Art;BIC Liqua Brite Liner;27,76
4766;CA-2016-118227;24/04/2016;28/04/2016;Standard Class;DB-13270;Deborah Brumfield;Home Office;United States;New York City;New York;10009;East;OFF-AR-10001044;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;25,99
4767;CA-2016-123155;09/03/2016;12/03/2016;First Class;NS-18640;Noel Staavos;Corporate;United States;San Antonio;Texas;78207;Central;TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;113,52
4769;CA-2018-158883;02/06/2018;03/06/2018;Same Day;CS-11860;Cari Schnelling;Consumer;United States;Jacksonville;North Carolina;28540;South;OFF-PA-10004733;Office Supplies;Paper;Things To Do Today Spiral Book;25344
4770;US-2017-114888;19/09/2017;24/09/2017;Second Class;CC-12430;Chuck Clark;Home Office;United States;San Francisco;California;94109;West;OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;11952
4772;US-2015-167262;31/10/2015;03/11/2015;Second Class;AC-10450;Amy Cox;Consumer;United States;Avondale;Arizona;85323;West;TEC-PH-10000486;Technology;Phones;Plantronics HL10 Handset Lifter;742336
4773;CA-2018-119746;23/11/2018;27/11/2018;Standard Class;CM-12385;Christopher Martinez;Consumer;United States;Chicago;Illinois;60610;Central;FUR-FU-10004909;Furniture;Furnishings;Contemporary Wood/Metal Frame;6464
4776;CA-2018-108091;16/11/2018;21/11/2018;Standard Class;EK-13795;Eileen Kiefer;Home Office;United States;Escondido;California;92025;West;OFF-AR-10000255;Office Supplies;Art;Newell 328;23,36
4777;CA-2017-101630;19/02/2017;23/02/2017;Second Class;CK-12760;Cyma Kinney;Corporate;United States;Long Beach;New York;11561;East;OFF-LA-10004425;Office Supplies;Labels;Staple-on labels;8,67
4779;CA-2018-132346;07/11/2018;11/11/2018;Standard Class;PK-19075;Pete Kriz;Consumer;United States;Newark;Delaware;19711;East;OFF-AP-10000696;Office Supplies;Appliances;Holmes Odor Grabber;100,94
4780;CA-2015-150301;08/07/2015;10/07/2015;First Class;MH-18025;Michelle Huthwaite;Consumer;United States;Buffalo;New York;14215;East;FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;63882
4781;CA-2015-159310;07/11/2015;12/11/2015;Standard Class;SC-20725;Steven Cartwright;Consumer;United States;Houston;Texas;77070;Central;FUR-CH-10002758;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back;683144
4784;US-2018-147984;28/01/2018;01/02/2018;Standard Class;GB-14575;Giulietta Baptist;Consumer;United States;Wichita;Kansas;67212;Central;OFF-PA-10000806;Office Supplies;Paper;Xerox 1934;279,9
4785;CA-2016-104346;11/12/2016;16/12/2016;Standard Class;IM-15070;Irene Maddox;Consumer;United States;Colorado Springs;Colorado;80906;West;OFF-AR-10001473;Office Supplies;Art;Newell 313;13,12
4794;US-2016-141684;29/06/2016;04/07/2016;Standard Class;MM-18055;Michelle Moray;Consumer;United States;New York City;New York;10011;East;OFF-PA-10002870;Office Supplies;Paper;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;24,96
4795;CA-2016-144722;16/03/2016;23/03/2016;Standard Class;MF-18250;Monica Federle;Corporate;United States;Los Angeles;California;90036;West;FUR-FU-10001215;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";43,13
4796;CA-2016-120516;13/08/2016;17/08/2016;Standard Class;CK-12595;Clytie Kelty;Consumer;United States;Marietta;Georgia;30062;South;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;5,64
4797;US-2017-148901;14/05/2017;19/05/2017;Standard Class;MK-17905;Michael Kennedy;Corporate;United States;Jacksonville;Florida;32216;South;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;57582
4804;CA-2018-136364;13/07/2018;17/07/2018;Second Class;MH-17455;Mark Hamilton;Consumer;United States;Philadelphia;Pennsylvania;19140;East;TEC-PH-10003885;Technology;Phones;Cisco SPA508G;39594
4806;CA-2016-137708;22/11/2016;25/11/2016;Second Class;NG-18430;Nathan Gelder;Consumer;United States;Los Angeles;California;90008;West;OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;37,94
4809;CA-2015-149055;23/11/2015;28/11/2015;Standard Class;PB-19210;Phillip Breyer;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-EN-10003040;Office Supplies;Envelopes;Quality Park Security Envelopes;62808
4810;CA-2016-151589;27/12/2016;30/12/2016;First Class;RE-19450;Richard Eichhorn;Consumer;United States;Eau Claire;Wisconsin;54703;Central;OFF-PA-10003228;Office Supplies;Paper;Xerox 1917;195,64
4812;CA-2017-121370;14/11/2017;19/11/2017;Second Class;EB-14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;380058
4815;CA-2017-111696;08/05/2017;10/05/2017;First Class;TB-21625;Trudy Brown;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10002751;Office Supplies;Paper;Xerox 1920;17,94
4816;CA-2015-139598;26/12/2015;31/12/2015;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10004569;Office Supplies;Paper;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";18264
4820;CA-2018-117436;08/06/2018;14/06/2018;Standard Class;LW-17125;Liz Willingham;Consumer;United States;Norwich;Connecticut;6360;East;OFF-BI-10004040;Office Supplies;Binders;Wilson Jones Impact Binders;10,36
4821;CA-2016-140025;07/04/2016;11/04/2016;Standard Class;PF-19120;Peter Fuller;Consumer;United States;San Antonio;Texas;78207;Central;OFF-AP-10002651;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup;463248
4823;CA-2017-134222;10/07/2017;11/07/2017;Same Day;NZ-18565;Nick Zandusky;Home Office;United States;Yuma;Arizona;85364;West;OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;44856
4824;CA-2017-140018;21/11/2017;26/11/2017;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;TEC-MA-10000752;Technology;Machines;Texas Instrument TI-15 Fraction Calculator;30345
4827;US-2018-136707;12/11/2018;15/11/2018;First Class;JE-15610;Jim Epp;Corporate;United States;Los Angeles;California;90036;West;OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch;14016
4828;CA-2015-152562;01/11/2015;08/11/2015;Standard Class;JO-15145;Jack O'Briant;Corporate;United States;Richmond;Kentucky;40475;South;OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;69,52
4830;CA-2017-152408;15/05/2017;21/05/2017;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;New York City;New York;10035;East;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;13776
4831;CA-2015-120278;07/11/2015;12/11/2015;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401;Central;OFF-AP-10001293;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;245,88
4835;CA-2018-167661;05/10/2018;10/10/2018;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10002571;Office Supplies;Binders;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";39,92
4838;CA-2018-106831;01/06/2018;03/06/2018;First Class;FH-14350;Fred Harton;Consumer;United States;Dublin;Ohio;43017;East;OFF-BI-10003429;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;3798
4841;CA-2018-154123;20/11/2018;25/11/2018;Standard Class;SC-20050;Sample Company A;Home Office;United States;Henderson;Kentucky;42420;South;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;27,58
4842;CA-2017-136049;23/12/2017;28/12/2017;Standard Class;NM-18520;Neoma Murray;Consumer;United States;Bowling Green;Ohio;43402;East;OFF-BI-10001267;Office Supplies;Binders;Universal Recycled Hanging Pressboard Report Binders, Letter Size;5553
4843;CA-2018-118402;29/09/2018;04/10/2018;Standard Class;JO-15280;Jas O'Carroll;Consumer;United States;Memphis;Tennessee;38109;South;OFF-ST-10001418;Office Supplies;Storage;Carina Media Storage Towers in Natural & Black;243,92
4844;US-2017-139388;07/11/2017;09/11/2017;First Class;CC-12475;Cindy Chapman;Consumer;United States;Lakewood;New Jersey;8701;East;OFF-FA-10004968;Office Supplies;Fasteners;Rubber Band Ball;14,96
4845;US-2015-128685;04/04/2015;05/04/2015;First Class;MZ-17515;Mary Zewe;Corporate;United States;Los Angeles;California;90008;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7184
4846;CA-2016-124044;23/07/2016;26/07/2016;Second Class;MS-17830;Melanie Seite;Consumer;United States;Rochester;New York;14609;East;OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch;10512
4847;CA-2015-164469;25/06/2015;27/06/2015;Second Class;GK-14620;Grace Kelly;Corporate;United States;Salem;Oregon;97301;West;TEC-PH-10002115;Technology;Phones;Plantronics 81402;263,96
4850;CA-2015-107818;08/09/2015;14/09/2015;Standard Class;MC-17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFF-AR-10003045;Office Supplies;Art;Prang Colored Pencils;5,88
4854;CA-2015-113320;12/12/2015;15/12/2015;Second Class;LH-17155;Logan Haushalter;Consumer;United States;Oakland;California;94601;West;FUR-FU-10004270;Furniture;Furnishings;Eldon Image Series Desk Accessories, Burgundy;12,54
4857;CA-2016-137526;13/01/2016;17/01/2016;Standard Class;PB-19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies;70008
4860;CA-2018-136063;15/12/2018;19/12/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Oak Park;Illinois;60302;Central;OFF-AR-10000823;Office Supplies;Art;Newell 307;10192
4861;CA-2017-101546;18/12/2017;24/12/2017;Standard Class;GK-14620;Grace Kelly;Corporate;United States;Morristown;New Jersey;7960;East;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;1793,98
4862;CA-2015-138940;11/04/2015;16/04/2015;Second Class;GM-14455;Gary Mitchum;Home Office;United States;Austin;Texas;78745;Central;TEC-PH-10001835;Technology;Phones;Jawbone JAMBOX Wireless Bluetooth Speaker;758352
4863;CA-2017-125164;10/11/2017;14/11/2017;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;New York City;New York;10011;East;OFF-BI-10001191;Office Supplies;Binders;Canvas Sectional Post Binders;20368
4865;CA-2018-163531;26/06/2018;30/06/2018;Standard Class;SC-20725;Steven Cartwright;Consumer;United States;New York City;New York;10024;East;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;239,97
4866;CA-2018-122490;13/11/2018;18/11/2018;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2404704
4870;CA-2018-131366;24/11/2018;29/11/2018;Standard Class;SC-20440;Shaun Chance;Corporate;United States;Lancaster;Pennsylvania;17602;East;TEC-PH-10003437;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;89988
4872;CA-2018-164042;23/05/2018;27/05/2018;Standard Class;KL-16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFF-FA-10000840;Office Supplies;Fasteners;OIC Thumb-Tacks;1824
4876;CA-2015-132864;02/12/2015;07/12/2015;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Columbus;Ohio;43229;East;TEC-AC-10001267;Technology;Accessories;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;119,8
4877;US-2015-155817;03/10/2015;09/10/2015;Standard Class;SL-20155;Sara Luxemburg;Home Office;United States;Durham;North Carolina;27707;South;OFF-ST-10000532;Office Supplies;Storage;Advantus Rolling Drawer Organizers;61568
4879;US-2017-131891;29/07/2017;31/07/2017;First Class;PW-19240;Pierre Wener;Consumer;United States;Pensacola;Florida;32503;South;OFF-BI-10000201;Office Supplies;Binders;Avery Triangle Shaped Sheet Lifters, Black, 2/Pack;2214
4880;CA-2018-143567;02/11/2018;05/11/2018;Second Class;TB-21175;Thomas Boland;Corporate;United States;Henderson;Kentucky;42420;South;OFF-EN-10004846;Office Supplies;Envelopes;Letter or Legal Size Expandable Poly String Tie Envelopes;5,32
4884;CA-2018-104080;08/03/2018;15/03/2018;Standard Class;AH-10210;Alan Hwang;Consumer;United States;Anaheim;California;92804;West;OFF-BI-10003876;Office Supplies;Binders;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";171,2
4886;CA-2015-151379;16/12/2015;20/12/2015;Standard Class;SC-20695;Steve Chapman;Corporate;United States;Detroit;Michigan;48227;Central;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;114,2
4887;CA-2017-163167;28/11/2017;01/12/2017;Second Class;RF-19345;Randy Ferguson;Corporate;United States;Marietta;Georgia;30062;South;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;182,67
4891;CA-2017-135776;23/12/2017;30/12/2017;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001246;Office Supplies;Art;Newell 317;8,82
4898;US-2015-122021;15/10/2015;17/10/2015;First Class;AC-10660;Anna Chung;Consumer;United States;Parma;Ohio;44134;East;FUR-CH-10003761;Furniture;Chairs;Global Italian Leather Office Chair;183372
4900;CA-2017-130484;22/08/2017;27/08/2017;Standard Class;SG-20470;Sheri Gordon;Consumer;United States;Gresham;Oregon;97030;West;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;26352
4901;CA-2018-120936;17/12/2018;21/12/2018;Standard Class;CA-12310;Christine Abelman;Corporate;United States;Anaheim;California;92804;West;OFF-ST-10001526;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart;481,32
4903;CA-2018-110884;07/03/2018;12/03/2018;Standard Class;SH-20395;Shahid Hopkins;Consumer;United States;New York City;New York;10035;East;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;25,92
4905;US-2015-161613;01/12/2015;03/12/2015;Second Class;MC-17605;Matt Connell;Corporate;United States;Houston;Texas;77070;Central;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;674058
4906;US-2015-146353;14/10/2015;16/10/2015;Second Class;JE-15610;Jim Epp;Corporate;United States;Concord;New Hampshire;3301;East;OFF-BI-10003476;Office Supplies;Binders;Avery Metallic Poly Binders;22,92
4908;CA-2015-133809;18/11/2015;23/11/2015;Second Class;MS-17530;MaryBeth Skach;Consumer;United States;Fairfield;Ohio;45014;East;OFF-BI-10001757;Office Supplies;Binders;Pressboard Hanging Data Binders for Unburst Sheets;11808
4910;CA-2018-127306;14/01/2018;18/01/2018;Standard Class;BH-11710;Brosina Hoffman;Consumer;United States;Johnson City;Tennessee;37604;South;OFF-EN-10001219;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";18336
4915;CA-2016-161830;24/09/2016;26/09/2016;Second Class;ME-17725;Max Engle;Consumer;United States;Seattle;Washington;98105;West;OFF-AR-10004042;Office Supplies;Art;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;35,96
4917;CA-2018-163125;09/10/2018;11/10/2018;Second Class;MB-17305;Maria Bertelson;Consumer;United States;League City;Texas;77573;Central;OFF-AR-10004344;Office Supplies;Art;Bulldog Vacuum Base Pencil Sharpener;67144
4919;CA-2017-160304;02/01/2017;07/01/2017;Standard Class;BM-11575;Brendan Murry;Corporate;United States;Gaithersburg;Maryland;20877;East;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;173,94
4921;CA-2018-101728;19/08/2018;23/08/2018;Standard Class;SC-20575;Sonia Cooley;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;2296
4922;CA-2018-114055;25/12/2018;29/12/2018;Second Class;MH-18115;Mick Hernandez;Home Office;United States;Huntsville;Alabama;35810;South;OFF-PA-10004381;Office Supplies;Paper;14-7/8 x 11 Blue Bar Computer Printout Paper;96,08
4926;CA-2018-126438;10/09/2018;13/09/2018;First Class;AR-10345;Alex Russell;Corporate;United States;Lawrence;Massachusetts;1841;East;OFF-AR-10003338;Office Supplies;Art;"Eberhard Faber 3 1/2"" Golf Pencils";14,88
4927;CA-2018-117653;19/10/2018;23/10/2018;Standard Class;MO-17500;Mary O'Rourke;Consumer;United States;Chicago;Illinois;60623;Central;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;91275
4928;CA-2018-143245;01/12/2018;06/12/2018;Standard Class;AD-10180;Alan Dominguez;Home Office;United States;Fairfield;Connecticut;6824;East;OFF-PA-10001972;Office Supplies;Paper;Xerox 214;19,44
4930;US-2015-138828;02/09/2015;03/09/2015;First Class;KD-16345;Katherine Ducich;Consumer;United States;New York City;New York;10009;East;OFF-AR-10000658;Office Supplies;Art;Newell 324;57,75
4932;CA-2018-143651;25/03/2018;30/03/2018;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001446;Office Supplies;Art;Newell 309;23,1
4933;CA-2016-106978;28/09/2016;04/10/2016;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Aurora;Colorado;80013;West;OFF-EN-10004483;Office Supplies;Envelopes;#10 White Business Envelopes,4 1/8 x 9 1/2;12536
4936;CA-2016-155124;15/03/2016;21/03/2016;Standard Class;KS-16300;Karen Seio;Corporate;United States;Lehi;Utah;84043;West;TEC-PH-10003356;Technology;Phones;SmartStand Mobile Device Holder, Assorted Colors;16776
4937;CA-2018-150931;06/01/2018;13/01/2018;Standard Class;DP-13390;Dennis Pardue;Home Office;United States;Tuscaloosa;Alabama;35401;South;OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;33,74
4938;CA-2015-157147;13/01/2015;18/01/2015;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;1325,85
4941;CA-2016-156482;06/02/2016;13/02/2016;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;1268,82
4944;CA-2018-106782;21/12/2018;27/12/2018;Standard Class;LP-17095;Liz Preis;Consumer;United States;Lafayette;Indiana;47905;Central;OFF-ST-10004459;Office Supplies;Storage;Tennsco Single-Tier Lockers;375,34
4945;CA-2017-151372;05/09/2017;06/09/2017;First Class;JH-15985;Joseph Holt;Consumer;United States;Redondo Beach;California;90278;West;OFF-PA-10004381;Office Supplies;Paper;14-7/8 x 11 Blue Bar Computer Printout Paper;96,08
4948;CA-2015-102085;04/10/2015;09/10/2015;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Seattle;Washington;98115;West;OFF-LA-10002475;Office Supplies;Labels;Avery 519;29,24
4949;CA-2018-107125;27/11/2018;02/12/2018;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;117488
4951;CA-2017-125815;28/10/2017;01/11/2017;Second Class;DL-13330;Denise Leinenbach;Consumer;United States;New York City;New York;10009;East;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;12,42
4952;CA-2016-144190;09/06/2016;13/06/2016;Standard Class;NC-18415;Nathan Cano;Consumer;United States;Royal Oak;Michigan;48073;Central;OFF-PA-10000304;Office Supplies;Paper;Xerox 1995;12,96
4953;CA-2018-117926;08/12/2018;12/12/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;San Francisco;California;94109;West;OFF-AP-10002670;Office Supplies;Appliances;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;69,48
4954;CA-2016-153906;16/03/2016;20/03/2016;Standard Class;MS-17980;Michael Stewart;Corporate;United States;New York City;New York;10009;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;85,9
4955;CA-2015-160262;09/06/2015;13/06/2015;Second Class;TS-21205;Thomas Seio;Corporate;United States;North Las Vegas;Nevada;89031;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;18,06
4958;CA-2016-127607;20/03/2016;26/03/2016;Standard Class;JK-15730;Joe Kamberova;Consumer;United States;Carrollton;Texas;75007;Central;OFF-BI-10001308;Office Supplies;Binders;GBC Standard Plastic Binding Systems' Combs;2512
4960;CA-2017-166226;18/11/2017;22/11/2017;Standard Class;TC-21535;Tracy Collins;Home Office;United States;Los Angeles;California;90008;West;TEC-PH-10003357;Technology;Phones;Grandstream GXP2100 Mainstream Business Phone;61192
4962;CA-2015-156587;07/03/2015;08/03/2015;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;48712
4965;CA-2017-141180;15/05/2017;19/05/2017;Second Class;DP-13000;Darren Powers;Consumer;United States;Fort Lauderdale;Florida;33311;South;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;7764
4966;CA-2016-109708;25/05/2016;28/05/2016;Second Class;CY-12745;Craig Yedwab;Corporate;United States;Columbia;Tennessee;38401;South;TEC-PH-10001944;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;467,04
4967;CA-2016-122406;02/08/2016;05/08/2016;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;128,85
4971;US-2017-153815;06/11/2017;09/11/2017;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;207984
4975;CA-2017-164896;07/11/2017;12/11/2017;Standard Class;PS-19045;Penelope Sewall;Home Office;United States;Oceanside;California;92054;West;OFF-PA-10002246;Office Supplies;Paper;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;12,9
4976;CA-2016-142202;18/09/2016;23/09/2016;Second Class;JR-16210;Justin Ritter;Corporate;United States;Jacksonville;Florida;32216;South;TEC-AC-10003198;Technology;Accessories;Enermax Acrylux Wireless Keyboard;717,12
4977;CA-2016-165050;07/12/2016;09/12/2016;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;21,36
4980;US-2017-131114;09/12/2017;13/12/2017;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;OFF-SU-10001664;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;20568
4983;CA-2015-160066;16/11/2015;22/11/2015;Standard Class;AH-10075;Adam Hart;Corporate;United States;Huntington Beach;California;92646;West;OFF-LA-10001045;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;5,22
4984;CA-2017-109925;06/11/2017;10/11/2017;Second Class;IM-15070;Irene Maddox;Consumer;United States;San Diego;California;92105;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;84,84
4985;CA-2016-160696;06/09/2016;10/09/2016;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Nashville;Tennessee;37211;South;OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;7,24
4986;CA-2015-125171;03/09/2015;03/09/2015;Same Day;AG-10390;Allen Goldenen;Consumer;United States;New York City;New York;10009;East;OFF-LA-10001175;Office Supplies;Labels;Avery 514;14,4
4987;CA-2017-149279;24/04/2017;28/04/2017;Standard Class;CL-12700;Craig Leslie;Home Office;United States;Colorado Springs;Colorado;80906;West;OFF-PA-10003441;Office Supplies;Paper;Xerox 226;15552
4990;CA-2018-107321;31/08/2018;04/09/2018;Standard Class;AW-10930;Arthur Wiediger;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;6672
4992;US-2018-122714;07/12/2018;13/12/2018;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Chicago;Illinois;60653;Central;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;1889,99
4993;CA-2016-153038;18/12/2016;25/12/2016;Standard Class;RB-19645;Robert Barroso;Corporate;United States;Memphis;Tennessee;38109;South;OFF-EN-10000461;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";55936
4996;CA-2015-132227;04/11/2015;10/11/2015;Standard Class;SZ-20035;Sam Zeldin;Home Office;United States;New York City;New York;10011;East;OFF-BI-10000962;Office Supplies;Binders;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";52064
